date,mandi_id,crop_name,total_quantity_kg,total_farmer_count,min_price,max_price,modal_price,msp,price_available,avg_temperature,total_rainfall,avg_humidity,rainfall_missing_count
2026-01-01,MANDI027,Mustard,0.0,129.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI030,Cotton,16548.0,131.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI009,Maize,26320.0,72.0,1788.2,2101.3358393054164,1944.77,,True,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI013,Sugarcane,0.0,149.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI007,Cotton,30466.000000000004,68.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI009,Cotton,14397.0,60.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI018,Cotton,10998.0,58.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI025,Wheat,10918.0,0.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI044,Rice,39974.0,0.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI052,Rice,0.0,136.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI055,Cotton,6609.999999999999,0.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI032,Sugarcane,20500.0,65.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI045,Wheat,24131.0,76.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI045,Wheat,23565.0,23.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-01,MANDI050,Sugarcane,0.0,9.0,,,,,False,27.828174603174602,801.548,65.32142857142857,14
2026-01-02,MANDI001,Mustard,9503.0,0.0,,,,,False,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI046,Wheat,0.0,138.0,,,,,False,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI023,Rice,13479.0,120.0,,,,,False,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI033,Cotton,0.0,132.0,,,,,False,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI011,Cotton,0.0,110.0,,,,,False,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI025,Cotton,43422.0,35.0,6408.4,6936.62,6672.51,6620.0,True,27.41010101010101,1195.376,64.12121212121212,10
2026-01-02,MANDI025,Cotton,43422.0,35.0,,6758.54735579293,,,False,27.41010101010101,1195.376,64.12121212121212,10
